Occupation - Unit group - National Occupational Classification (NOC) 2021 (819) 10,,,,
41201 Post-secondary teaching and research assistants,420,"13,500","27,200",Prince Edward Island
4121 College and other vocational instructors,450,"56,000","56,000",Prince Edward Island
41210 College and other vocational instructors,450,"56,000","56,000",Prince Edward Island
"4122 Secondary, elementary and kindergarten school teachers","1,850","77,000","63,650",Prince Edward Island
41220 Secondary school teachers,585,"81,000","68,000",Prince Edward Island
41221 Elementary school and kindergarten teachers,"1,270","74,000","61,600",Prince Edward Island
413 Professional occupations in social and community services,675,"59,200","56,300",Prince Edward Island
4130 Social and community service professionals,465,"59,600","55,400",Prince Edward Island
41300 Social workers,165,"74,000","68,000",Prince Edward Island
41301 Therapists in counselling and related specialized therapies,90,"65,000","59,000",Prince Edward Island
41302 Religious leaders,210,"43,200","43,200",Prince Edward Island
4131 Police investigators and probation officers,25,0,"72,000",Prince Edward Island
41310 Police investigators and other investigative occupations,0,0,0,Prince Edward Island
41311 Probation and parole officers,15,0,"50,000",Prince Edward Island
4132 Educational and employment counsellors,180,"56,400","56,000",Prince Edward Island
41320 Educational counsellors,110,"59,200","55,000",Prince Edward Island
41321 Career development practitioners and career counsellors (except education),70,"53,600","58,000",Prince Edward Island
414 Professional occupations in government services,"1,085","65,000","64,800",Prince Edward Island
"4140 Policy and program researchers, consultants and officers","1,085","65,000","64,800",Prince Edward Island
"41400 Natural and applied science policy researchers, consultants and program officers",100,"52,800","50,000",Prince Edward Island
41401 Economists and economic policy researchers and analysts,70,"82,000","88,000",Prince Edward Island
41402 Business development officers and market researchers and analysts,190,"65,000","63,600",Prince Edward Island
"41403 Social policy researchers, consultants and program officers",345,"62,800","61,400",Prince Edward Island
"41404 Health policy researchers, consultants and program officers",135,"72,000","69,000",Prince Edward Island
"41405 Education policy researchers, consultants and program officers",115,"72,500","71,000",Prince Edward Island
"41406 Recreation, sports and fitness policy researchers, consultants and program officers",30,0,"60,000",Prince Edward Island
